"","ID","PostScore","PreScore","Gain","SelfEfficacy_S","TaskValue","MasteryGoals_S","X","Gender","SelfEfficacy_P","PerfAvGoals","PerfAppGoals","MasteryGoals_P","Average.of.RTc","Average.of.EFF","Average.of.ACC","Per.Correct","Eff2"
"1","4219",6,9.5,-3.5,0.953037689838461,0.638761827002126,0.801924904308406,10,"Male",0.873325531293372,1.87634492856979,2.52886611802787,0.813236680679217,6.72,"113.51",0.86,86.11,"12.81"
"2","4224",8,3.5,4.5,0.474840408521373,0.730542383693024,0.405166031713342,14,"Female",0.67256142208307,0.0815648930967104,0.723576512336612,0.481911450742993,3.29,"132.66",0.77,76.85,"23.33"
"3","4229",10,9,1,0.802374404068098,0.61722915574693,0.720077852034181,11,"Female",0.873325531293372,1.87634492856979,2.52886611802787,0.813236680679217,2.23,"113.95",0.94,94.44,"42.36"
"4","4230",14,8.5,5.5,0.686539394710546,-0.0237900973337525,0.116714666538499,6,"Female",0.335040755637941,1.62769710636205,1.50846717672557,-2.28953483846546,1.57,"141.13",0.78,77.67,"49.59"
"5","4232",12,8,4,-0.348143842107694,-0.184277140063436,-0.582495073826959,3,"Male",-0.0408105564902513,0.0188828425344839,0.598636322116305,0.160526932103102,1.13,"151.56",0.79,78.7,"69.68"
"6","4235",8,4,4,0.0361721775187011,0.553029251552611,-0.0842970416074171,5,"Male",0.445339296420164,1.02535583192753,1.36671029149979,0.437380344131178,3.18,"90.39",0.94,93.52,"29.40"
"7","4236",7,7,0,-0.263286975128472,-0.328273854713412,-0.351045695804974,12,"Male",0.597348684908363,0.589297801636416,2.08873157542945,0.441562334998352,3.05,"138.57",0.86,86.11,"28.21"
"8","4243",12,14,-2,-0.749907916457744,-0.625621943722691,-0.735907246748708,52,"Female",-0.138096436763386,0.288855292936579,-0.370803688751916,-0.0399634336990352,0.76,"153.79",0.73,73.15,"96.69"
"9","4245",11,15,-4,0.151564931973474,-0.209826443191824,-0.122239911969724,217,"Female",0.705227810261911,0.689929294491062,-0.516726343608092,0.585131951317978,1.16,"141.52",0.94,93.52,"80.40"
"10","4248",12,11,1,0.745476473927389,1.5909982438411,1.36222950867296,61,"Female",0.545688568258832,-0.559327242864812,-0.590393335492382,0.579111616022919,1.33,"312.89",0.97,96.7,"72.65"
"11","4249",14.5,12.5,2,0.280391990973354,0.432898796121084,-0.112266854848964,57,"Female",0.524920356259804,0.22598995298855,0.653257547863895,0.584231441764766,1.05,"111.66",0.9,90.48,"85.94"
"12","4258",7,11.5,-4.5,0.358873931985302,0.687439243211214,0.339289278109703,56,"Male",-0.0029234453961211,1.85539410516016,2.52591493262888,0.26498808369456,2.12,"51.13",1,100,"47.27"
"13","4260",10,9.5,0.5,0.904591882074446,0.674698515976651,0.595245686221626,59,"Male",0.44336378706682,-0.441008802618964,-0.943600955610196,0.283708024945502,0.8,"132.35",0.91,90.63,"113.19"
"14","4268",13,11.5,1.5,-0.580824502939199,0.448940952732117,0.174712011359767,55,"Female",-0.451579014716395,0.457602953040415,-0.688190412519296,-0.726379560648385,1.25,"103.25",0.87,87.04,"69.68"
"15","4269",6.5,7.5,-1,0.130733989100461,-0.618854185444935,-0.470305837414155,60,"Female",-0.00182464231045384,1.47010716410381,0.979038663614712,-0.146841356041488,1.26,"82.75",0.95,95.37,"75.90"
"16","4271",15,13,2,-0.721835990554469,0.331540610005914,0.270438823193712,53,"Male",0.572990771798311,-0.10486101207496,-0.476293468322293,0.451617091761575,0.87,"125.28",0.84,84.26,"97.17"
"17","4278",11,11.5,-0.5,-1.38494783870398,-1.02189189721183,-1.26657100231673,83,"Male",-0.653783004453549,-1.27787411154245,-1.34255412310995,-1.185420955202,1.19,"95.21",0.94,94.44,"79.30"
"18","4279",14,24,-10,-0.214739978851278,-0.572131714432498,-0.564780056397408,215,"Female",0.842979860496494,1.5639861938063,1.78488140614285,0.636997674909348,1.29,"144.76",0.84,84.26,"65.28"
"19","4279",14,24,-10,-0.214739978851278,-0.572131714432498,-0.564780056397408,213,"Male",0.630566220664646,0.838424581064218,0.250032049442146,0.738492656312629,1.29,"144.76",0.84,84.26,"65.28"
"20","4281",14,24.5,-10.5,-0.442337292864612,-0.386076326912212,-0.663830931466632,216,"Female",-0.401338265005285,1.5332248804964,1.28933478825811,0.375420776378013,0.6,"181.62",0.79,78.7,"131.41"
"21","4281",14,24.5,-10.5,-0.442337292864612,-0.386076326912212,-0.663830931466632,264,"Male",-0.352118180805763,1.20752646968376,1.79718199682643,-0.351579000675724,0.6,"181.62",0.79,78.7,"131.41"
"22","4288",13,12,1,0.363219147716418,0.452269502979852,0.161340004866546,64,"Male",0.433009281265438,-0.0637019093571029,-0.840902730500098,0.213286737571282,0.85,"137.19",0.9,89.81,"105.44"
"23","4290",14,14,0,0.430969557599359,-0.40567993141498,-0.344655466496052,62,"Male",0.583337893374797,-0.285309483659167,-0.687818749292122,-0.0500392120596907,1.32,"80.64",0.97,96.81,"73.14"
"24","4295",15,12.5,2.5,-1.58811169953988,-1.26625176937557,-1.32947430903644,278,"Male",0.796713477745096,-0.712505030614472,-0.927654884186059,0.444629833768844,0.52,"218.20",0.79,78.7,"152.43"
"25","4297",6,5.5,0.5,-0.413158794114572,-0.13148160886611,-0.41256139314321,352,"Male",-0.406873597555026,0.971315000617392,0.0359314042659007,-0.311961507642692,1.16,"214.18",0.77,76.85,"66.34"
"26","4299",8,4,4,0.633583685736248,0.454355905415973,0.470520093331489,80,"Male",0.486447376480289,1.26413641647092,1.93889932263384,-0.0627853682648002,1.25,"86.71",0.94,93.52,"75.04"
"27","4301",8,10,-2,0.270483439948366,0.721315257643493,0.88070146174803,78,"Female",0.819421311694355,0.864473229655242,0.50345112503725,0.509585597573583,0.82,"120.95",0.94,94.44,"114.91"
"28","4302",13,4,9,0.0345619374546861,0.117000746462703,0.172822423631482,82,"Female",-0.437282526970837,0.507980485915767,0.593790200598682,0.0663670175611163,1.91,"69.40",0.97,97.22,"50.90"
"29","4304",9,9,0,0.572292138010805,0.139270847466489,-0.0299653266487276,67,"Male",-0.341169617536764,0.961415853716455,0.995523526559671,0.255458711423843,0.76,"240.26",0.73,73.15,"96.00"
"30","4305",6,7,-1,-0.978025117375462,-1.1286292234876,-1.3373098484224,262,"Female",-1.31503253579444,0.76062488297438,0.758523937622537,-1.3551747988427,0.72,"190.46",0.8,79.59,"109.94"
"31","4309",14,9,5,1.07270878735664,1.66868000970944,1.51851968395739,81,"Male",0.860060534954206,-0.222376717843605,-0.499337357299385,0.787082539475132,0.71,"148.77",0.88,87.96,"123.33"
"32","4313",10,9,1,-1.18534497235259,-0.531742932274219,-1.07106707749661,71,"Female",-0.895731710682474,-0.725299376436552,-0.636570339206245,-1.00275660356619,0.89,"159.53",0.81,80.77,"91.00"
"33","4314",13,7,6,-0.456644063670858,-0.836322367273973,-0.153763586495955,261,"Male",0.0113970493349265,-0.802312505554219,-0.341595659780522,0.273135999324877,0.87,"114.74",0.92,91.67,"105.79"
"34","4315",12,12.5,-0.5,0.795456711544383,0.357808400758434,0.681336661989372,72,"Male",0.860133259274234,-0.240710624988497,-0.572342721127945,0.786405032044714,1.08,"120.10",0.93,92.59,"85.71"
"35","4319",7.5,8,-0.5,-0.0265168891451449,-0.000901389122077116,0.110506759456352,73,"Female",-0.108270965893961,1.30711123566408,1.86033160988073,0.290278716721337,1.69,"136.21",0.35,35.19,"20.79"
"36","4321",7,7,0,-0.587934718090992,-0.251741253752719,-0.450265061721293,65,"Female",-0.162550137302525,-1.07648552066528,-1.43396589682066,-0.396436694838706,0.61,"188.15",0.77,76.85,"125.29"
"37","4322",13,5.5,7.5,-0.130085572575847,1.0161328293899,0.432394380628469,70,"Female",-0.597012490935292,0.463568032175861,-0.470422568177146,-0.191231163767274,0.69,"184.00",0.81,81.48,"118.61"
"38","4324",16,15.5,0.5,0.87805997868235,1.62219915894392,1.42605035728981,93,"Male",0.622890884426288,0.297098750660143,0.518917550519093,0.741874390373232,1.76,"54.73",0.97,97.22,"55.31"
"39","4327",14,12,2,0.108996975580748,0.320022329539057,0.521895081981912,88,"Male",0.567166458450869,0.728466668157585,0.976346681101731,0.406623886808046,0.6,"183.43",0.92,91.67,"151.90"
"40","4328",14,14,0,0.648404680842298,0.16688989821779,0.610246971050213,92,"Male",0.385972580001313,-1.56366708892896,-1.24745032953996,-0.542336011945395,0.71,"167.59",0.83,83.33,"116.92"
"41","4335",3.5,11,-7.5,-0.232808521875931,-0.508982459516202,-0.712585217902826,218,"Female",-0.696916065021996,1.11536198179488,0.799725550349495,-0.471184153130053,0.56,"199.29",0.85,85.19,"152.40"
"42","4339",11,7,4,-0.426108041932134,-0.0556342505645581,-0.149667329201804,99,"Female",0.294750541017494,-0.319331116623713,-0.290191354897715,-0.0734657937554166,0.7,"146.13",0.93,92.59,"132.65"
"43","4341",15,11,4,0.83041875196488,0.302942965686861,0.0542985291056531,214,"Male",0.494436234407907,1.12129555369339,-0.458051717899582,0.0990278718433831,0.52,"209.79",0.89,88.89,"169.95"
"44","4342",14,14.5,-0.5,0.361999566881415,0.335980216875991,0.149432483587539,114,"Female",-0.165638044079324,-0.587823007020352,-1.3343996712238,0.272936568242214,1.63,"59.81",0.98,98.15,"60.14"
"45","4343",10,5,5,0.905860359831737,1.3799408397998,1.32094432347919,91,"Female",0.804743131478775,-0.572196517641235,-1.33803658436858,0.467190780471389,0.79,"139.78",0.8,79.63,"101.13"
"46","4344",14,14,0,0.827407366708281,-0.24699243702347,-0.0145872472748257,211,"Female",0.776528197157832,-0.446116246571131,-1.19784157042244,0.301014403446951,0.42,"244.04",0.88,87.96,"211.19"
"47","4348",8,9,-1,0.299597022173911,-0.32521969816738,0.175342879393686,94,"Female",0.620101068179873,0.0464179122280188,0.454731441102915,0.741620220374731,1.31,"112.58",0.93,92.59,"70.94"
"48","4350",14,10,4,0.208464943298435,-0.903750578068908,-0.573021472638714,224,"Male",-0.764850982439408,0.617335936988275,-0.00918791021365829,-0.443373745966877,0.54,"208.71",0.78,77.78,"144.35"
"49","4352",1,14,-13,1.49393723272216,1.78710362032207,1.74608829772361,106,"Male",-0.0371285469926332,0.884986743310834,-0.0066523903697071,0.272230837866357,0.74,"167.16",0.88,87.74,"118.57"
"50","4355",13,14.5,-1.5,-0.55430401626199,-1.05036462943196,-0.70464335240724,112,"Male",-1.10138857858689,0.277344514252278,-0.322476131775254,-0.442544996209073,0.9,"98.95",0.96,96.3,"107.28"
"51","4356",9,10,-1,-0.269738975003511,-0.0401134454470183,0.0968465945543675,110,"Male",-0.274666355999188,1.26186400671473,1.19838542860267,0.366661353225511,2.84,"44.29",0.98,98.15,"34.56"
"52","4359",15,15,0,0.236932793914655,-0.336042530954863,0.254342386336733,105,"Male",0.18608539584252,-0.676264314841941,-0.372863360638471,-0.14922106858761,1.6,"97.43",0.94,93.52,"58.27"
"53","4360",8,9.5,-1.5,-0.803470515866604,-1.61001790473362,-1.36451284932272,222,"Male",-0.160454783345818,0.863188032439973,-0.116066985000906,-0.990139152607411,0.98,"189.54",0.91,90.74,"92.37"
"54","4362",11,10,1,-0.586537445096742,0.0637948476379692,0.0708088151450171,107,"Male",-0.68006176558178,-0.160983664240477,-0.889407960997142,-0.339157881079445,0.7,"164.03",0.93,92.59,"132.97"
"55","4364",14.5,16,-1.5,-0.37557323443532,-0.613109423277178,-0.983708256852904,111,"Female",0.0111741508370396,-0.331303672371345,-0.978524113370432,-0.319797631352918,0.78,"142.63",0.89,88.89,"114.27"
"56","4372",9,6,3,-0.45176673213267,-0.33248383611735,-0.78551971206752,266,"Male",0.544440906148058,0.36954247260028,0.605570741606899,0.289672266326241,0.55,"200.88",0.75,75,"136.23"
"57","4373",15,14,1,-0.264221551558295,0.347831149307773,0.645504692108687,104,"Female",-0.69520937535999,0.082924623381372,0.736211410704704,0.446204723187402,1.83,"192.71",0.76,75.93,"41.57"
"58","4374",15,13,2,-0.706620578557754,-0.200907709277746,-0.638212846928912,259,"Male",-1.16651383428029,0.891514397732113,-0.709060236619616,-0.603218343324433,1.23,"320.02",0.82,82.41,"66.83"
"59","4376",10,9,1,0.526732806157676,0.652776846231595,0.674295974425258,127,"Male",0.872092147977257,1.16327116778538,0.691985674576219,0.796556540742893,1.05,"126.45",0.83,83.33,"79.40"
"60","4382",7.5,6.5,1,-0.82222180502492,-0.858088620938098,-0.877930885854447,125,"Female",-0.221176223140274,0.786654216345844,1.14021969634286,-0.0291792493655113,4.87,"137.10",0.8,79.63,"16.34"
"61","4383",6,7.5,-1.5,0.401057149143581,0.899597325566737,0.975670383320807,124,"Male",0.265167157677766,-1.14726195149718,-0.00793191809243841,0.661284948532351,0.64,"233.79",0.81,81.48,"127.78"
"62","4390",13,12,1,-0.458574710281616,0.0351449337392881,-0.241008454485942,117,"Male",0.45681421899486,-0.282532361202002,-1.04928593426463,0.261457104273016,0.54,"199.98",0.9,89.81,"167.58"
"63","4394",12,12,0,1.11353843732623,1.0334425709831,1.23726578086236,123,"Female",0.865887608678388,0.489359189574947,0.199698900028553,0.792789144638659,0.49,"217.94",0.81,81.48,"165.83"
"64","4400",5.5,5.5,0,-0.525790006335537,-0.281926909665156,-0.414547644458984,132,"Female",-0.147923814842823,-0.0126076258534686,-0.996570707053456,-0.192504145911534,1.09,"113.82",0.65,64.81,"59.50"
"65","4407",11,7.5,3.5,0.0155157461873964,0.0689382772135669,-0.313592461557929,134,"Male",0.532131384522057,0.388897364288776,-0.637388544498745,0.571544880998927,0.97,"123.30",0.84,84.26,"86.83"
"66","4408",12.5,4.5,8,-0.61033779322409,-1.1138646288222,-0.808524113121932,175,"Female",-0.0907452224791676,-1.46658510011278,-1.27354318296662,-0.47630058663975,0.88,"112.16",0.93,92.59,"105.80"
"67","4413",14,13,1,-0.411533256961238,-1.38733783504112,-0.585726637363001,136,"Female",0.0454742204101551,-0.493103060061588,-1.13016472129604,-0.511268673173049,0.69,"142.09",0.9,89.81,"130.07"
"68","4419",7,5,2,0.958153136817134,0.315778343347467,0.918235183094248,328,"Male",0.664950702864414,0.444942463516327,-1.14455514693006,0.73321425289043,1.25,"110.69",0.94,93.52,"74.98"
"69","4421",8,2,6,0.0426667632435732,-0.0119326591289667,-0.316099398070568,8,"Male",-0.138326903774871,-1.32697800036364,-1.08167833850137,0.422062062325627,3.23,"71.17",0.95,95.37,"29.56"
"70","4423",13,13,0,0.174848194595834,1.26262116013553,1.04614406582424,146,"Male",0.382619783864656,-0.0849597819669992,-0.404558912432515,0.679249098877221,0.68,"169.79",0.77,76.85,"113.32"
"71","4428",14,15,-1,0.232360071888903,-0.261229310228128,0.0077602320137336,142,"Male",-0.77510526416261,1.30586061239919,1.57097763919533,-0.340897432539854,1.57,"142.31",0.92,91.67,"58.48"
"72","4430",13,11,2,0.228925048267395,-0.198314563041857,-0.326804216387416,148,"Female",0.829948924405154,-0.449195891624775,-1.04422450820477,0.612639465408896,0.97,"90.50",0.94,93.52,"96.73"
"73","4431",12,10.5,1.5,-0.906487109899885,0.0826625917427535,-0.670398266642451,149,"Female",-0.790390450137663,-1.89506532247536,-1.58673474488432,-0.91210950991567,0.83,"121.18",0.9,89.81,"107.72"
"74","4432",12,10,2,-0.975184394961853,-1.13602266278953,-1.1994323015264,157,"Female",-1.01363989369829,-0.461849898661997,-0.725922148814824,-0.479291931702754,2.68,"44.12",0.97,97.22,"36.29"
"75","4433",14,13,1,0.753971807854756,0.515513508619896,0.934039519140823,144,"Male",0.536860065827003,-0.16898301394052,-1.2575687433849,0.705564250594743,1.14,"121.71",0.91,90.74,"79.70"
"76","4435",12,12,0,-1.18482366056613,-0.249752116680177,-1.05255602055772,160,"Female",-1.08670373986046,-0.789737536822408,-0.70688118624567,-0.907230387234046,0.93,"131.28",0.81,81.48,"87.86"
"77","4436",10,13,-3,0.849784914557861,0.864112603856043,0.806418833194323,147,"Female",0.331625681961915,-0.595238712331574,-1.22233786268983,0.224086980984938,0.49,"216.71",0.74,73.83,"150.11"
"78","4437",12,8.5,3.5,0.641720214640818,0.857148653921345,0.761099225456878,151,"Female",-0.154517053446124,-0.799299849225613,-0.660672695419097,-0.0661567832174101,1.23,"89.15",0.9,89.81,"72.90"
"79","4440",9,8,1,-0.719479632639397,-1.37278198653197,-1.3594082120082,155,"Male",-0.447893630194981,-0.774841919715813,-1.38192587175186,-0.890429339491614,1.62,"103.27",0.92,91.67,"56.72"
"80","4447",11,11,0,0.642990037082927,0.61817993881397,0.688416117755098,164,"Female",0.393980060534955,0.958007245852535,-0.0765799525254648,0.680894307127598,0.65,"171.38",0.9,89.81,"139.12"
"81","4448",14,14,0,0.26070633862181,0.542019370128857,0.0916727773908514,161,"Female",0.431428478441389,-0.742385329602817,-0.149271732827798,0.262845724575286,0.67,"155.13",0.94,94.44,"140.74"
"82","4449",14,9,5,0.103387662875689,0.276686531463086,-0.683898150933824,159,"Female",0.79722691557335,0.204444539431074,0.623948350648156,0.433279880037836,0.51,"211.65",0.86,86.11,"168.36"
"83","4450",12,12,0,-0.497903290758227,-1.06835305281365,-0.579160091345526,171,"Female",-0.0967259695828885,0.342631105447458,0.0525563851115348,-0.201148983657951,0.93,"126.01",0.94,93.52,"100.98"
"84","4451",10,10,0,0.317709252724889,1.50593524331041,1.18417929357366,163,"Female",0.862780247442498,-0.11973499822346,-0.862398492730077,0.783431070066009,0.77,"144.15",0.93,92.71,"120.58"
"85","4452",14,12,2,-1.43497338270091,-0.770051942346839,-1.45373347028186,173,"Female",0.823888721679119,-1.38680570359082,-1.02394400805622,0.645335454375698,3.18,"29.56",1,100,"31.41"
"86","4453",9,7.5,1.5,-0.114352942457493,-0.113567233541234,-0.3603235955586,172,"Female",-0.38870790721322,-1.62972924683853,-0.57640842537787,-1.00425982384487,0.58,"179.33",0.9,89.62,"154.02"
"87","4454",13,5.5,7.5,-0.273592693174298,-1.1647513852357,-0.330677758051835,168,"Female",-0.473307051849833,-0.723248853375558,-0.873149072131571,-1.02657311883451,1.77,"118.28",0.93,92.59,"52.36"
"88","4455",14,8.5,5.5,-0.59523160940092,-1.56325979411987,-1.64128231826914,162,"Female",-0.24366137245788,-1.35566890020542,-1.4915378988698,-0.888969930082889,0.56,"179.89",0.88,87.96,"157.33"
"89","4456",9,9,0,-0.0786609311432707,-0.0988340876054175,0.0325184840840809,167,"Female",-0.0658835976181639,-0.338358913652998,-0.325158118330175,-0.0303747077006632,0.96,"167.70",0.81,80.56,"83.53"
"90","4457",6,7,-1,-0.172322727951343,-0.360765923996161,-0.607890966064623,166,"Female",0.0345019088763856,0.459177356903966,0.309748856698446,-0.0277831739374944,0.84,"140.73",0.8,79.63,"94.95"
"91","4458",14,13,1,0.972241230235601,0.505494586951224,0.767819934666967,169,"Female",0.636272509304707,0.589363531028492,0.0786356901610777,0.031791647362215,2.08,"50.94",0.97,97.22,"46.79"
"92","4459",14,9,5,0.955663818955515,-0.504493548356072,-0.139484184405966,165,"Female",0.748545708331817,-0.534997067037058,-1.33493703936218,0.14236467408019,1.45,"69.36",0.98,98.15,"67.81"
"93","4461",12.5,14,-1.5,-0.317090973424211,-0.403802771610991,-0.100308149045319,197,"Male",0.591127673085378,1.00341113868899,1.73084444303158,-0.769161560640333,0.35,"325.69",0.66,65.74,"185.43"
"94","4465",8,9,-1,-0.504669014709126,-0.713767099652051,-0.412842745223637,177,"Male",0.245209449420888,1.09684752126107,-0.0266254556048639,0.0749321581773744,0.78,"188.26",0.86,86.11,"110.02"
"95","4476",9,7,2,0.89566429517386,0.39635770747914,0.929737768882484,186,"Female",0.696813799045165,0.260898353896701,0.271694035710018,0.593361557258964,0.95,"102.05",0.95,95.37,"100.21"
"96","4478",5.5,6.5,-1,0.160363574300141,0.417617434669739,0.164566860629872,203,"Female",0.74421415852291,1.16811979374616,0.720592186029138,0.630695189683405,0.4,"162.51",0.05,4.63,"11.44"
"97","4482",4.5,8.5,-4,0.823200055066962,0.385854292572861,0.700500164922613,189,"Female",0.873325531293372,1.87634492856979,2.52886611802787,0.813236680679217,0.94,"169.51",0.85,85.19,"91.04"
"98","4485",12.5,7,5.5,-0.373868502296761,-0.022219060549746,-0.0188496417738305,185,"Male",0.334677282014238,1.6572995876658,2.20226161158579,0.28130465077504,1.48,"148.57",0.92,91.67,"62.12"
"99","4488",5.5,5.5,0,0.536995452144834,0.0867084765882333,0.242448141969357,202,"Male",0.821043368247521,1.47990439473324,1.95118478476835,0.522654238654776,1.05,"162.00",0.91,90.74,"86.68"
"100","4490",1.5,4,-2.5,-0.747939859555724,-0.615129592800143,-0.780367482182341,176,"Male",0.703546151896272,0.57149436369064,-0.50785687649839,-0.167314027433979,0.7,"189.30",0.77,76.85,"109.97"
"101","4492",4,6,-2,0.269706790681062,0.379282112862827,-0.0483459405383242,195,"Female",0.87003027867041,0.65832988161112,-0.315399378094663,0.78757457994993,0.57,"206.47",0.73,73.15,"128.94"
"102","4494",2,14,-12,0.326444634922033,-0.242912606325863,-0.0116765103775849,198,"Female",0.672178428692796,1.030608628223,2.17010836018406,0.459679954482804,1.16,"87.88",0.93,92.59,"79.61"
"103","4498",6,5.5,0.5,-0.124662674278061,-0.282599762712445,0.0842520520650201,191,"Female",0.675108871315324,0.447146380511365,-0.495160066883866,0.430408982661926,0.49,"221.44",0.72,72.22,"147.27"
"104","4499",6.5,6.5,0,-0.886210220023489,-1.03668632366764,-1.07000521122956,208,"Female",-0.061654515028791,-0.381634829604545,-0.325688907052772,0.308387867846904,2.42,"53.79",0.99,99.07,"40.87"
"105","4500",14,13.5,0.5,0.0715547325273333,0.129662546893844,0.180894702252908,192,"Female",-0.594202055778308,-0.0298839279255369,-0.264960632539034,-0.178583962435823,0.76,"147.14",0.83,83.33,"110.36"
"106","4502",9.5,9.5,0,-0.082317533365902,-0.301188637299724,-0.617162500716696,204,"Female",-0.531090602742195,0.850759303852961,0.234414809423301,-0.299857686003704,0.25,"1198.79",0.19,19.44,"77.00"
"107","4505",5.5,7,-1.5,0.232799073903194,0.47640878901433,0.793058495151483,209,"Male",0.867569530598735,1.27651967755109,2.14834678799695,0.810439516345165,0.53,"199.11",0.88,87.96,"167.22"
"108","4507",15,7,8,1.49393723272216,1.78710362032207,1.74608829772361,180,"Male",0.866187027393963,0.414139138887297,-0.100084617447868,0.790006986657543,0.83,"158.47",0.85,85.19,"102.28"
"109","4509",9,5,4,-0.482984153187897,0.231746324736952,-0.156054446788049,206,"Male",0.402357292588214,-0.659069027292055,-1.08006755368398,0.54185967946483,0.86,"166.23",0.87,87.04,"101.61"
"110","4513",1,3.5,-2.5,-0.0691631627708047,0.510701303456218,0.734511764966963,193,"Female",0.228053796382336,-0.425512418087283,-0.685362379481805,0.642671296666901,2,"144.12",0.9,89.81,"45.01"
"111","4514",8,7,1,0.155445514688856,-0.233271610136469,-0.127430255807811,199,"Female",0.544598823040887,1.61819659087843,2.1990980367819,0.736304854017273,0.94,"144.69",0.87,87.04,"92.53"
"112","4517",13.5,14.5,-1,-0.252707785509298,0.867828188040969,0.437744033992706,200,"Female",-0.348825610895271,1.0574150120363,0.533727740372171,-0.363547556429181,1.23,"71.35",0.98,98.15,"79.62"
"113","4518",7.5,7.5,0,-0.762250935244824,-1.30731020136353,-1.23557690677681,181,"Female",-0.196895581817211,-1.34362189428635,-1.49502891677941,-1.28572476305198,0.68,"152.46",0.89,88.89,"130.59"
"114","4535",5,8,-3,-0.153885557203794,0.0392701270899925,0.206575307622641,239,"Female",-0.134179382359749,-0.603945486780495,-0.0290200983123932,0.56822396822652,1.86,"111.47",0.81,80.56,"43.21"
"115","4536",7,9,-2,-0.631070030695659,-1.03744204236813,-0.94251847392619,233,"Male",-0.381105456487853,-1.88627854632035,-1.58224496801397,-0.408568247766713,1.34,"118.60",0.64,63.64,"47.57"
"116","4537",8,11,-3,-0.308567952557091,0.0134009782075914,-0.493966043390294,229,"Male",-0.289955313724216,-0.763001113890799,-0.163942874150414,-0.143105717060915,0.45,"263.00",0.77,76.85,"171.35"
"117","4540",12,11,1,0.821302938171762,-1.79299799837826,-0.0815824729126847,241,"Male",0.736366209870582,-1.85902785940124,-1.5801390344094,0.158762420579441,0.59,"164.36",0.94,93.52,"157.98"
"118","4543",8,9,-1,1.41597459058138,1.38980308079858,1.50784150412311,246,"Male",0.863850341776326,0.856629440438306,1.80542764424049,0.807743075091852,0.6,"164.33",0.91,90.65,"150.55"
"119","4545",8,5,3,0.156515392602564,0.537643588578022,0.251010976276798,254,"Male",0.82588690436844,-0.472712799553156,-0.112245592670809,0.621663438615404,2.45,"36.04",0.99,99.06,"40.41"
"120","4546",9,14,-5,-0.32552918462881,0.189119251077483,-0.135523639683596,237,"Male",0.106529052668007,-0.432888541892917,-1.08070695743764,-0.0245323189454868,0.73,"219.09",0.79,78.7,"107.86"
"121","4549",9,6,3,-0.344776272326645,-0.892048030506249,-0.819635961128714,244,"Female",0.0617583167127377,-0.0426580894488631,0.49779562914688,-0.0849946396146364,0.93,"138.84",0.81,81.48,"87.49"
"122","4558",7,7,0,-0.161647266303974,-0.550973260652015,-0.656028908654819,230,"Male",0.310336408213224,-0.604706056836203,-0.254691276381517,0.179861515206154,0.76,"162.97",0.81,81.48,"106.55"
"123","4559",13,5,8,0.726077817015198,0.120362683860833,0.14848693694082,252,"Male",0.635199205335284,-0.88233187248986,-1.39908883614431,0.0818728158675218,0.68,"156.92",0.87,87.04,"127.08"
"124","4562",7,8,-1,-0.286001970680038,-0.221121759037131,-0.640222950931963,226,"Female",-0.0888837774835781,0.709676504872155,0.652687722815716,-0.162586981736938,0.45,"232.07",0.03,2.78,"6.20"
