"","ID","Gender","Age","FM_Per.ACC","FM_EFF2","SS_ACC","SS_EFF","CB_PerCorrect","CB_EFF","SE_P","PAV","PAp","MG_P","SE_S","TV","MG_S","PostScore","PreScore","DoB","Certificate"
"178","4760","Female",12.0273224043716,95.31,45.7,90.74,66.67,68.75,2.83972498319634,0.295906556937493,1.46818183846797,1.34235240763,0.248948489161989,-0.496840306496677,-0.636813541967625,-0.552395759778369,14,7,"2008-05-27","National"
"179","4761","Male",13.0710382513661,96.09,71.06,99.07,58.2,67.741935483871,7.06654667958835,0.709636450356656,-0.079799998481115,-0.0417926665033208,0.55661890491211,0.803479362219222,0.662955732035225,0.990273545165783,12,7,"2007-04-22","American Diploma"
"180","4764","Male",13.9496594056441,95.31,107.12,75,137.42,66.6666666666667,8.19327946252087,-0.165124046962185,1.65790834281991,1.74190311305344,-0.150839357905191,-0.162832152012795,0.714665777591585,0.757754386774599,13,21.5,"2006-06-05","American Diploma"
"181","4765","Female",14.2568306010929,92.97,97.26,79.63,155.15,75,8.10226863521786,1.24050976156106,1.7170759919448,1.77492486922034,1.09593808952923,1.04195043418382,0.536062888753107,1.00773810515781,12.5,4,"2006-03-05","IB"
"182","4767","Male",13.2213114754098,71.88,86.72,89.81,82.77,63.3333333333333,9.59473538729774,-1.00780413139854,-0.463704517643168,-0.979648926775409,-1.30184780950154,-0.43306613858369,-0.653758672460243,-0.712516892059406,13,11,"2007-03-18","IB"
"183","4770","Female",15.5,95.31,54.44,80.49,104.5,58.6206896551724,9.4803147333276,0.327339209466996,-0.573025766272013,-0.160084089285366,0.426887090480895,-0.716421061070469,-0.270309355024306,0.212835280147111,10,10,"2004-12-07","IB"
"184","4773","Male",13.4837562691818,92.19,52.75,87.96,108.97,64.2857142857143,8.38965276159404,0.592243571532014,0.849676611974981,1.32299896795463,0.849502375474351,0.720350876345085,0.981457528605074,1.09591212668727,9.5,4,"2006-12-12","IB"
"185","4775","Female",13.9221124335654,96.88,55.01,88.89,139.4,58.3333333333333,9.06742462934589,0.184597436302447,-0.706428397816548,-0.681861912294672,0.655806383026731,0.412023778917434,1.0775263009802,0.66013051189677,9,5,"2006-07-05","IB"
"186","4777","Male",12.6673179130174,96.09,89.73,78.7,118.1,51.6129032258064,6.60095961450396,0.952185662744094,-0.993425817581884,-0.48126530647492,0.495044570194041,0.371911254761134,-0.730840102624924,-0.27153189087324,13,8,"2007-10-06","IB"
"187","4779","Male",14.1912568306011,87.5,132.03,84.26,206.24,65.625,9.66861003535949,0.209401629167709,-0.403743905881356,-0.0662702354402823,0.440739909875556,-0.143362235763651,0.0118870409857994,0.0680110842785692,13,8.5,"2006-03-30","IB"
"188","4780","Female",14.2568306010929,96.09,84.42,90.74,128.91,78.125,2.48237474215077,-0.343994447635051,-1.02897287155453,-0.907174813853581,-0.466070180742446,-0.224134553554694,-0.0306509944316992,-0.107478050688405,13,15,"2006-03-06","IB"
"189","4781","Male",15.1311475409836,97.66,42.19,91.67,62.96,64.5161290322581,9.92846047802559,-0.0639906491504871,-1.07225483605283,-1.21215464357628,-0.63580662863385,-0.211661732166764,-0.979387223009201,-0.66849882154256,14,16,"2005-04-21","IB"
"190","4782","Female",14.5193652219478,96.88,93.62,91.67,135.06,71.875,10.4010029004838,0.00320734318615698,-0.217942224095154,0.242297119337342,-0.334616219405452,-0.588057877175598,-0.408613156967051,-0.698037392841793,10,6,"2005-11-30","IB"
"191","4783","Male",15.0245901639344,94.53,77.98,87.96,118.37,53.5714285714286,9.23793976699042,-0.00771130933165642,0.319990075396408,-0.407558120831032,-0.764201035797262,-0.456895920573202,-0.852920304093909,-0.794473422454387,10,8,"2005-05-30","IB"
"192","4784","Male",15.0245901639344,96.88,92.66,89.81,210.7,68.75,6.16727693825791,-0.676152057392302,-0.377615125106394,-0.73510063220542,-0.53416372660739,-1.28249397350813,-1.10416856668193,-1.34301371841843,13,9,"2005-05-30","IB"
"193","4785","Male",15.0245901639344,93.75,74.49,90.74,128.42,62.5,7.25963353369922,0.226006955493016,-0.707105479992318,-1.02415209209733,0.65342764870945,0.0215143612700292,0.552851684317166,0.463393752621952,13,14,"2005-05-30","IB"
"194","4786","Male",15.483606557377,100,72.42,97.22,89.08,68.75,8.63920399373979,-0.650238094094117,0.0815698005991694,0.431202738248096,-0.0910724002801998,-0.274234639198196,-0.123924935058042,0.102516396772942,14,10,"2004-12-14","IB"
"195","4789","Male",14.7933378246875,95.31,125.9,94.44,91.04,58.0645161290323,11.1019660759553,0.328723170834198,0.347003546175021,0.340651604935463,0.723611390998975,-0.080308093212229,-0.083488360626792,0.530412981595111,14,11,"2005-08-22","IB"
"196","4795","Male",14.9714125308781,91.34,100.86,91.92,129.09,71.4285714285714,12.3517939127889,-0.617799862120456,-0.182319362799115,-0.687437705628677,-0.824103051820795,-0.500956540478095,-0.547174117584937,-0.2209984340296,14,14,"2005-06-19","IB"
"197","4799","Male",15.0409836065574,96.09,63.43,76.85,56.47,47.3684210526316,5.62741118937767,-1.30498853818278,-0.0151493599758111,0.480516627139231,-1.16977233927062,-0.349633141902095,-0.226066482803323,-0.321314200557756,6,5,"2005-05-25","IB"
"198","4801","Female",14.9467549966315,97.66,48.96,90.74,69.04,62.0689655172414,8.57371943297018,-0.271829273049215,-0.469708290017687,-0.738393762490825,0.504647987365314,0.276207145247043,0.596491626550031,0.591849955799528,5,6,"2005-06-28","IB"
"199","4802","Female",15.1612021857923,95.31,102.03,87.96,167.57,67.8571428571429,10.4177969447285,-0.973579147362662,-1.64063797008923,-1.46190412851923,-0.745129035870927,-0.496597272476004,-0.808668384311691,-1.07325731989063,14,13,"2005-04-11","IB"
"200","4803","Female",14.431693989071,98.44,83.87,89.72,117.27,68.75,8.68913298251258,-1.32543619096704,-0.54420617364879,-0.098389966603885,-1.06098273828053,-0.848280221801191,-1.24745762020065,-1.18501848229559,12,13,"2006-01-02","IB"
"201","4805","Male",14.9878508870424,96.09,110.51,80.56,182.77,67.741935483871,11.6256202307936,-1.60710347077546,-0.737335248582099,-1.05324564901584,-1.05671274302512,-0.993896883409338,-0.364189609584335,-0.838089674976246,7,4.5,"2005-06-13","IB"
"202","4806","Male",15.0409836065574,96.88,81.72,93.52,90.93,56.25,6.44937321646963,-0.852983324228354,-0.93599753698253,-0.614838393790361,-0.556516453258148,-0.410609097677761,-0.33406687982709,-0.689850440757579,10.5,12.5,"2005-05-25","IB"
"203","4807","Male",15.0573770491803,94.53,97.85,85.19,231.16,65.5172413793103,10.7427559305369,0.107104749972501,0.717863473838228,0.913038828418097,0.0190186115184607,-0.548459026808931,0.196398221172371,-0.326237762483311,6,9,"2005-05-19","IB"
"204","4813","Male",14.3497267759563,97.66,75.49,97.22,71.3,75,8.15453754711511,0.187678716857254,0.0531515621067413,0.227564988087131,-0.361981417499104,-0.115882808120446,-0.462999122554594,-0.240848836715528,12,11,"2006-02-01","IB"
"205","4815","Male",13.1775956284153,82.03,89.26,56.48,29.54,55.1724137931034,8.35028397489174,1.22250647661329,1.04086395630213,0.70062001745173,1.04868311046275,1.50411941885496,1.80356089543206,1.78631270699341,4,9,"2007-04-04","IB"
"206","4816","Male",12.5440227561943,70.31,104.35,74.07,130.46,37.5,5.61676208227932,-0.844158626331797,1.40468285306336,1.2912203525477,-0.424075989294885,1.33572664231993,0.962069097431651,1.28428866544579,4,7,"2007-11-21","IB"
"207","4817","Male",13.2185792349727,47.24,37.68,74.07,134.71,NA,NA,1.12235660471987,-1.56288408306465,-1.40403287745911,0.9734170192005,1.50411941885496,1.80356089543206,1.78631270699341,7,5.5,"2007-03-20","IB"
"208","4819","Male",13.1420765027322,73.44,66.47,16.83,30.76,8.33333333333333,1.80570603105814,0.597306049284117,0.819494890567698,0.662117658281692,0.548502179174267,0.0400815220107196,0.287209267536669,0.567416748065912,5,3,"2007-04-17","IB"
"209","4821","Female",12.8645707013998,50.78,78.84,30.84,105.29,43.4782608695652,12.2674400060846,0.12334946132939,0.541048907749875,1.0403153545934,0.421499327249452,1.00562013581989,1.19488917850772,0.967501756890761,6,8,"2007-07-27","IB"
"210","4822","Female",12.872789879482,98.44,53.83,90.74,118.67,65.625,7.23516348516348,0.304110979870905,0.00963014375456408,-0.0824411835534641,0.704263540489924,0.711994640919498,0.743438646942916,0.484474279350982,6,8,"2007-07-24","IB"
"211","4825","Male",12.8125159068793,96.88,52.28,99.07,60.04,70.9677419354839,7.63930364906175,-0.059766489888517,-0.166478290454811,-0.845148102982687,0.557413639547743,-0.340683551984986,-0.321695549186113,-0.765416546735364,4.5,5,"2007-08-15","IB"
"212","4826","Male",12.6919604760835,97.66,82.06,92.59,87.16,62.5,5.40750994981831,0.574549657455922,-0.477182026791374,-0.645999343361876,0.78189577797831,0.809913591004074,1.35965863109825,1.29395542375344,12,6.5,"2007-09-29","IB"
"213","4828","Male",12.6426454075904,86.72,80.51,88.89,110.85,61.2903225806452,10.4398774398876,-0.910436742195679,-0.514096309457458,-0.43597870128003,-0.706689130694861,-0.575278879950927,-1.06786123651767,-1.11948617472453,12,13,"2007-10-17","IB"
"214","4830","Male",13.051912568306,98.44,62.41,88.89,84.4,68.75,8.42994092074462,-1.60291796593078,-0.526978860421038,0.410684930360213,-1.76495135069257,-0.944841254419295,0.34782426980704,-0.347682159958847,13,12,"2007-05-21","IB"
"215","4833","Male",14.0983606557377,75,120.85,80.56,157.67,64.5161290322581,9.18176473977387,-0.829021296066531,0.185476801396926,-0.136294581473008,-0.288902361171563,-0.34197078057458,-0.776979194849168,-0.420843016996392,5.5,4.5,"2006-05-04","IB"
"216","4836","Male",13.4782618459466,96.09,109.75,91.67,114.75,59.375,8.41702168933589,0.277057631807895,-0.324403237284129,-0.139596263222914,0.105344387000244,0.970139587814471,-0.41401657044176,-0.0135614506467537,15,11,"2006-12-16","IB"
"217","4838","Male",13.207650273224,87.5,105.05,83.33,138.61,74.1935483870968,7.16824799482152,-1.03940031102171,-0.243061362333055,-0.202948426064238,-0.853740326675851,-0.957014534039834,-1.54615198761442,-1.47496384661833,8,11,"2007-03-25","IB"
"218","4839","Female",13.8289467774534,96.09,93.86,84.26,132.99,78.125,7.52733446126927,-1.12220866685264,0.532298370218902,0.124073492968259,-1.39318434115138,-0.984923249822099,-0.758568180116938,-0.950177195152587,8.5,9.5,"2006-08-10","IB"
"219","4845","Female",14.1366120218579,98.44,79.04,91.67,103.88,NA,NA,0.00906041557423675,0.692140724110419,0.30807115149782,-0.151544945574032,-0.237512587471716,0.202466198027355,-0.172810711625651,8,9,"2006-04-20","IB"
"220","4846","Male",13.8508645856726,90.63,87.8,74.07,141.52,60,10.512176604567,0.845923096802363,-0.463722470542932,-0.97581930386955,0.0381859132873513,0.467956706503061,-0.56803365104968,0.136523820942939,14,14.5,"2006-08-02","IB"
"221","4848","Female",13.2868852459016,98.44,90.82,91.67,108.11,62.5,6.33983546858992,0.985866539840282,1.05549783428782,0.982269266651115,0.433122421522754,1.03371830574151,-0.147400398297267,0.237075215792893,14,6,"2007-02-24","IB"
"222","4850","Male",14.051912568306,87.5,106.97,93.52,35.72,71.875,9.36683721747211,-1.18776324315446,-0.189528934923047,-0.320927727017272,-0.998637189356006,-0.893980668856426,-1.30413215944082,-1.25853064352633,6.5,4,"2006-05-21","IB"
"223","4855","Male",13.4098360655738,93.75,77.93,70.37,114.56,75,8.61342929331598,-0.329994424016699,-1.23223634973467,-0.491919747503676,-0.519501716518637,-1.33060043925329,-1.2285874145201,-1.26245653019196,11,8.5,"2007-01-10","IB"
"224","4860","Male",13.2704918032787,88.28,24.35,90.74,65.02,53.3333333333333,6.89579006629117,-0.105046964947573,0.028344889719288,0.107943856791656,-0.0150611664632744,-0.17469738977201,-0.879128356368374,-0.691604271506208,6,6,"2007-03-03","IB"
"225","4861","Female",12.4755146343289,88.28,71.72,64.81,129.83,45.1612903225806,4.23916045590008,-0.63402260256163,0.175959522919941,-0.0640465567024077,0.0301486476531183,-0.829791841560246,-0.209465726834514,-0.344024319587985,11,8.5,"2007-12-18","IB"
"226","4862","Female",12.9878434014522,97.66,73.24,90.74,97.24,68.75,6.52575353577192,0.512531491721466,-1.32176748590712,-1.32214214566788,-0.174386967939304,0.533077993839302,-0.369381186660118,0.106407378009406,13,14,"2007-06-14","IB"
"227","4863","Female",13.344262295082,95.31,80.67,86.11,67.7,65.625,8.03182716236457,0.0320557888394014,-1.60248233000879,-1.43834039650911,-0.0132505703424956,0.228982112090348,-0.934438643444777,-0.732744018141219,11.5,8.5,"2007-02-04","IB"
"228","4869","Male",12.4535968261097,98.44,60.28,97.22,44.66,71.875,7.09931417135839,0.414987701353333,-0.5353628188148,-0.229903386473015,0.121700823405221,1.09899272614975,0.760150877263469,1.11721369562295,15,14,"2007-12-26","IB"
"229","4870","Male",12.9440077850138,97.66,65.95,87.04,138.41,46.6666666666667,5.70113819151752,-0.319076912541676,0.373266150612472,0.818371937686237,-0.385575382494003,-0.553854358310173,-1.44824832715118,-1.34614706243246,12,6.5,"2007-06-30","IB"
"230","4871","Female",12.2377049180328,94.53,56.8,79.63,45.97,52.6315789473684,5.83039724245532,-0.0512394678169633,1.29824284534743,1.62756905804366,0.0732357115847016,0.0169210061161333,-0.718852982627804,-0.363162121549229,9.5,6,"2008-03-15","IB"
"231","4878","Female",15.0300546448087,94.53,82.35,93.52,91.6,65.5172413793103,9.15671244092843,0.491424053210429,0.024996577485959,-0.389407839597183,0.752165414702503,0.818072955333097,0.835549684473416,1.064197652703,13.5,16,"2005-06-03","IGCSE (British)"
"232","4880","Male",15.5273224043716,98.44,82.15,95.37,105.74,68.75,9.9601593625498,0.696660166548449,-1.33989859133792,-0.87798764148774,-0.333656267946893,0.129827829790893,-0.169978096000883,0.548747915171322,14,11.5,"2004-12-04","IGCSE (British)"
"233","4884","Female",15.0546448087432,94.53,64.84,80.56,103.09,60.8695652173913,11.6501553453112,-0.718143015829963,0.670236471505605,0.984004076309913,0.418147091171496,0.169933191992112,1.0164597192237,0.95114090840965,14,16,"2005-05-25","IGCSE (British)"
"234","4885","Female",14.8261696234748,96.88,64.82,91.67,58.94,68.9655172413793,8.59030146374442,0.650476891994386,0.33926651577425,0.75941331844223,0.341882562031187,0.642941327877741,0.362324704679974,0.835164989250415,15,13,"2005-08-16","IGCSE (British)"
"235","4886","Female",15.0874316939891,99.22,58.11,89.81,62.75,75,2.72140109823653,0.413097903893606,-0.578004932633749,-0.424701315127468,0.306072215661264,-0.308670093334714,0.36993794486828,0.230323486953892,13,7,"2005-05-13","IGCSE (British)"
"236","4887","Male",14.6919005913616,97.66,114.21,96.3,70.82,NA,NA,-0.398579362829338,0.152261172569497,0.636948193728038,-0.717640266315199,-0.14750016144421,0.0148533050384718,-0.520920868464706,13,12,"2005-10-07","IGCSE (British)"
"237","4888","Female",14.6590463358036,99.22,30.69,99.07,23.93,50,2.00400299598448,0.782506436162497,0.818080819163301,0.902629589706762,-0.182144569367789,0.862664770144074,-0.0311416998593088,0.327226484997308,12.5,15,"2005-10-16","IGCSE (British)"
"238","4896","Female",14.7439778426529,98.44,80.3,98.15,63.4,60,5.34881187040027,-0.906030797478357,0.216388271908604,-0.0515704622247355,-0.150611374978445,0.318680815623882,0.357470300310286,0.753737637374546,14,15,"2005-09-15","IGCSE (British)"
"239","4897","Male",14.8535668837488,98.44,83.77,98.15,36.54,66.6666666666667,7.71493321760933,-0.429610465526292,-1.2771860078542,-1.26967662743892,-0.139976787759726,-0.211812990316387,0.0539590972138961,-0.481642738220887,14,14,"2005-08-06","IGCSE (British)"
"240","4898","Female",14.8234298974474,95.7,87.43,93.98,100.84,78.125,8.12903765766092,0.781661079879527,0.637001064569114,0.275445148746452,-0.21797931941717,0.912957064577583,0.00651481652267336,-0.22220440616351,14,19.5,"2005-08-17","IGCSE (British)"
"241","4898","Female",14.8234298974474,95.7,87.43,93.98,100.84,67.741935483871,7.04866233025566,0.781661079879527,0.637001064569114,0.275445148746452,-0.21797931941717,0.912957064577583,0.00651481652267336,-0.22220440616351,14,19.5,"2005-08-17","IGCSE (British)"
"242","4900","Male",14.0300546448087,100,65.16,84.26,91.36,71.875,5.73961877647386,0.0145263165523343,0.596329828798975,0.525988424329618,-0.249521390393411,0.273625352533265,-0.142293453956179,0.0466892091659607,14,14.5,"2006-06-03","IGCSE (British)"
"243","4901","Female",14.0737704918033,96.09,90.75,96.3,83.51,68.75,9.53050075298832,-0.628078429262757,-0.289433739971954,-0.306234829511257,-0.733693778123248,0.242725133784909,-0.437753098113404,0.029130135777953,13,14.5,"2006-05-18","IGCSE (British)"
"244","4903","Female",14.3224043715847,99.22,59.33,100,57.36,68.9655172413793,7.15736614651701,-0.131065268526411,-0.350423197388799,-0.311540612721639,-0.143947329687769,-0.737461763246288,0.207911547010737,-0.0590658373443163,8.5,7.5,"2006-02-16","IGCSE (British)"
"245","4904","Male",13.051912568306,96.09,89.96,93.52,102.92,75,7.28190688868392,0.453563862384,-0.710567967041713,-0.699591653711321,0.278454454311106,0.933986090437353,0.628018614791336,0.471731199282293,14,15,"2007-05-26","IGCSE (British)"
"246","4906","Female",12.8919230481323,100,65.02,99.07,62.28,68.9655172413793,9.18462567139614,0.747643467487326,1.37981446102444,1.12854942548031,0.596792200275163,0.92581393276016,0.39083178607657,0.611037984998868,15,13,"2007-07-23","IGCSE (British)"
"247","4907","Male",12.834388801557,92.97,49.21,100,62.7,59.375,4.52301147867644,-0.0707895150299296,0.797943424383579,-0.307891604587023,-0.863958575268261,-0.580081819209547,-0.396024369844842,-0.723134042864368,8.5,7,"2007-08-13","IGCSE (British)"
"248","4908","Female",13.1284153005464,96.09,80.07,92.59,75.01,68.75,8.29999615867946,0.111548312015411,-1.00494497693172,-0.897412021316413,0.00658650272313651,0.337815986347145,0.231081892831772,0.0417037211502092,16,15,"2007-04-28","IGCSE (British)"
"249","4910","Female",14.2103825136612,97.66,92.1,91.67,141.01,68.75,7.12344638223118,-0.952651497295349,-0.849844025579456,-1.0840464606152,-0.321311043680024,-0.152069767010318,0.169098301579789,-0.101186290187568,12,11,"2006-03-29","IGCSE (British)"
"250","4911","Female",14.9193203084063,96.09,96.98,86.11,164.53,61.2903225806452,7.36704473959333,-0.0124030746094325,-1.29490708744997,-1.28973948960042,-0.114571722882363,0.474362898130522,0.518370962630065,0.731432961990452,14,15,"2005-07-13","IGCSE (British)"
"251","4912","Female",14.9302792125159,93.75,94.06,92.59,117,62.0689655172414,7.51132088200526,0.410548169792512,0.166204506316361,0.427763418292368,0.162502096194099,0.45680130896528,-0.576064047845839,-0.495556851505202,13,12.5,"2005-07-09","IGCSE (British)"
"252","4913","Male",14.2021857923497,91.41,83.5,90.74,145.9,NA,NA,-0.0990267805057774,-0.124233683297428,-0.144656544222216,-0.243404583702428,-0.61620123737954,-0.53911784554655,-0.558412943025062,13,8,"2006-04-01","IGCSE (British)"
"253","4914","Female",14.9028819522419,100,46.44,100,27.82,53.125,7.52140346786148,-0.329479039049147,0.480139157530152,0.559735219838729,0.130772528400669,-0.0326513706920627,0.78391643791548,0.813191688865683,14.5,14.5,"2005-07-19","IGCSE (British)"
"254","4917","Male",15.0710382513661,96.88,78.9,100,56.29,65.625,8.63811583301993,0.135566292169007,-0.431417994149329,-0.642321434144543,0.200859102803298,-0.386833087291214,0.109368164618184,-0.348682772776332,12.5,16,"2005-05-19","IGCSE (British)"
"255","4919","Female",15.4371584699454,96.09,77.02,96.3,92.32,65.625,5.52485357258831,-0.669095576142835,0.667630657058588,0.493352321686836,-0.956155672108512,0.267959882629473,-0.349060363081558,-0.0292513722228624,14,13,"2005-01-05","IGCSE (British)"
"256","4922","Female",15.2950819672131,99.22,70.99,98.15,51.48,8.33333333333333,0.784609107742523,0.257946144805969,0.618698080450814,0.343194328607505,0.306034401872797,-0.181454030482632,0.116102125301735,0.101585209366255,10,10.5,"2005-02-26","IGCSE (British)"
"257","4926","Female",14.6179504453926,98.44,100.18,90.74,124.31,65.5172413793103,7.89464476285449,-1.01545222224169,0.0185980765025225,0.0435425152141233,-0.742262125251048,-1.24055670708313,-1.29613432450353,-1.07499050299127,14.5,14,"2005-10-31","IGCSE (British)"
"258","4251","Female",12.3280110786736,NA,NA,75.93,76.25,58.0645161290323,9.47321885942445,-0.532260720458701,0.278471764516967,0.329782286818388,-0.257980643870835,-1.40247697033281,-1.79384839164024,-2.31634214556517,4,2.5,"2007-12-13","IGCSE (British)"
"259","4281","Male",14.6045063253238,NA,NA,78.7,131.41,71.875,11.72437393173,-0.452531494750815,0.717267985536743,0.945227844696103,-0.414106956549793,-0.439745975811015,-0.386054973097451,-0.664683894254181,14,24.5,"2005-10-02","National"
"260","4290","Male",15.4644808743169,NA,NA,96.81,73.14,84.375,9.93876954488343,0.53018554754015,-0.164936857756748,-0.278833077447422,-0.17105194411627,0.42828356119845,-0.390307302956051,-0.334897136915261,14,14,"2004-11-01","American Diploma"
"261","4359","Male",12.5799461037503,NA,NA,93.52,58.27,NA,NA,0.0223317952266972,-0.409250863861074,-0.0937921838150786,-0.230585773729737,0.242164592994941,-0.315658134423674,0.275102400086218,15,15,"2007-09-28","IGCSE (British)"
"262","4543","Male",12.5963170896025,NA,NA,90.65,150.55,NA,NA,1.19156116433025,0.575430818723023,1.01205111758044,1.06888355801758,1.41528723055843,1.39808483018329,1.53036801785346,8,9,"2007-10-01","IGCSE (British)"
"263","4566","Male",12.7689198293285,NA,NA,81.48,94.55,NA,NA,-0.0827191369005023,-0.650111235996023,-0.384358504512579,0.13300436083499,-0.431703008640097,-0.527945368378042,-0.212018512491784,7,10,"2007-07-30","IGCSE (British)"
"264","4606","Female",13.746927165207,NA,NA,84.26,56.56,58.6206896551724,8.35458597389322,0.640038201948518,1.28694327422896,0.911344964827812,0.175803822868274,0.438205299781916,0.599658723994154,0.48022474516505,8,8.5,"2006-08-17","American Diploma"
"265","4710","Female",13.224043715847,NA,NA,98.15,84.9,NA,NA,1.24050976156106,1.7170759919448,1.77492486922034,1.09593808952923,0.810386278449563,1.36610910364008,1.29728252427848,9,9,"2007-02-27","American Diploma"
"266","4746","Male",12.924859645183,NA,NA,18.52,32.86,58.6206896551724,11.406369885289,-0.208047165421611,0.304489228060344,0.441165729017206,-0.354885349288249,1.50411941885496,1.80356089543206,1.78631270699341,7,6,"2007-07-03","National"
"267","4755","Male",12.8700651246351,NA,NA,44.44,33.29,51.7241379310345,4.99181010355676,-0.803262372644008,-0.000735327827860921,0.525858845971842,-1.08378971944709,-0.0543164819772904,-0.236506646885612,-0.348596772281371,6,5.5,"2007-07-23","National"
"268","4768","Male",13.5741672280859,NA,NA,92.52,59.76,71.875,13.4460531131807,0.3209888445229,0.1601902185312,0.126127807176034,0.259528122732398,-0.0154601513645033,0.0216979201842516,0.242569672233395,15,24,"2006-11-09","IB"
"269","4829","Female",12.9522344486863,NA,NA,87.04,124.23,50,7.24879307595285,0.0603025539421057,-1.60140956261096,-1.43649927864673,0.0301434940697514,-0.8494623561547,-0.775197506227948,-1.01503908863439,10.5,10,"2007-06-26","IB"
"270","4832","Female",12.9056591062205,NA,NA,6.67,16.49,NA,NA,-0.378305902116827,1.64227796393951,1.75342124163255,0.173838547733866,1.07782007808426,0.872834546985022,0.437346582755409,5,5,"2007-07-13","IB"
